"LABID","Duplicates","Flags","FIELDID","Animal_ID","Stage_Class","Cruise","Platform","Shipper","Shipper_Organization","Shipped_Date","Received_Date","Collection_Method","Contact_ID","CONTACT_NAME","Organization_ID","Organization","Collector","Collector_Organization","Acknowledgement","Label","LAB","SpCode","SpType","Species_Type","SpName","Genus","Species","CommonName","USE","Restrict_Description","YR","MO","DA","Location","City","Island","County","State","Country","Latitude","Latitude_Precision","Latitude_Precision_Unit","Longitude","Longitude_Precision","Longitude_Precision_Unit","OBasin","Ocean_Basin","SEX","Gender_Determination","ACCESSIONDATE","GENBANK.","GENBANK1","GENBANK2","GENBANK3","COMMENTS","Record_Creation_Date","Edit_User","Edit_Date"
38243,,,"DSJ031029.13",203519,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2003,10,29,,,,,,"MEXICO",15.15,1,"Minute",-94.05,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,,,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",6/10/2022 15:06:32
38244,,,"DSJ031029.14",203520,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2003,10,29,,,,,,"MEXICO",15.15,1,"Minute",-94.05,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,,,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",6/10/2022 15:06:32
38245,,,"DSJ031029.15",203521,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2003,10,29,,,,,,"MEXICO",15.15,1,"Minute",-94.05,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,,,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",6/10/2022 15:06:32
38246,,,"DSJ031029.16",203522,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2003,10,29,,,,,,"MEXICO",15.15,1,"Minute",-94.05,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,,,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",6/10/2022 15:06:32
38247,,,"DSJ031029.17",203523,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2003,10,29,,,,,,"MEXICO",15.15,1,"Minute",-94.05,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,,,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",6/10/2022 15:06:32
38248,,,"DSJ031029.18",203524,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2003,10,29,,,,,,"MEXICO",15.15,1,"Minute",-94.05,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,,,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",6/10/2022 15:06:32
38249,,,"DSJ031029.19",203525,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2003,10,29,,,,,,"MEXICO",15.15,1,"Minute",-94.05,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,,,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",6/10/2022 15:06:32
38250,,,"DSJ031029.20",203526,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2003,10,29,,,,,,"MEXICO",15.15,1,"Minute",-94.05,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,,,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",6/10/2022 15:06:32
38273,,,"DSJ031031.07",203549,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2003,10,31,,,,,,"MEXICO",14.783333,1,"Minute",-97.866666,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,,,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:29,"dan.prosperi",6/10/2022 15:06:32
38274,,,"DSJ031101.01",203550,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2003,11,1,,,,,,"MEXICO",15.266666,1,"Minute",-100.8,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,,,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80), LOAN 160, LOAN 240.  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:29,"dan.prosperi",6/10/2022 15:06:32
38281,,,"DSJ031102.01",203557,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2003,11,2,,,,,,"IMPORT FROM SEA (INTERNATIONAL WATERS)",13.516666,1,"Minute",-104,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,,,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:29,"dan.prosperi",6/10/2022 15:06:32
38306,,,"DSJ031124.01",203582,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2003,11,24,,,,,,"MEXICO",17.883333,1,"Minute",-110.55,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,,,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:30,"dan.prosperi",6/10/2022 15:06:32
38308,,,"DSJ031201.01",203584,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2003,12,1,,,,,,"MEXICO",19.566666,1,"Minute",-113.666666,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,,,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:30,"dan.prosperi",6/10/2022 15:06:32
38309,,,"DSJ031201.02",203585,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2003,12,1,,,,,,"MEXICO",19.566666,1,"Minute",-113.666666,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,,,,"ALL SAMPLES CONTAMINATED WITH DMSO,A-1 S(DMSO),I-1 S(-80),1 M(-80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:30,"dan.prosperi",6/10/2022 15:06:32
38911,,,"TURSIOPS 1",203713,,,,,,,,"STRANDING",407,"ANASTASIA KOMNENOU",344,"FACULTY OF VET.MEDICINE, DEPT.OF CLINICAL SCIENCES",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator/PI indicated that sample was provided only for project agreed to",,,,"AEGEAN SEA",,,,,"GREECE",,,,,,,2,"North Atlantic","M","Unknown",1/29/2004 0:00:00,,,,,"K. VIAUD SAMPLES, YEAR 2002-03,T=TEETH(5TEETH IN 1 VIAL). Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project.",5/31/2012 16:08:39,"dan.prosperi",6/7/2022 15:28:45
38912,,,"TURSIOPS 2",203714,,,,,,,,"STRANDING",407,"ANASTASIA KOMNENOU",344,"FACULTY OF VET.MEDICINE, DEPT.OF CLINICAL SCIENCES",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator/PI indicated that sample was provided only for project agreed to",,,,"AEGEAN SEA",,,,,"GREECE",,,,,,,2,"North Atlantic","U",,1/29/2004 0:00:00,,,,,"K. VIAUD SAMPLES,YEAR 2002-03,T=TEETH(1TOOTH IN 1 VIAL). Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project.",5/31/2012 16:08:39,"dan.prosperi",6/7/2022 15:28:45
38913,,,"TURSIOPS 3",203715,,,,,,,,"STRANDING",407,"ANASTASIA KOMNENOU",344,"FACULTY OF VET.MEDICINE, DEPT.OF CLINICAL SCIENCES",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator/PI indicated that sample was provided only for project agreed to",,,,"AEGEAN SEA",,,,,"GREECE",,,,,,,2,"North Atlantic","U",,1/29/2004 0:00:00,,,,,"K. VIAUD SAMPLES,YEAR 2002-03,O=LIVER. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project.",5/31/2012 16:08:39,"dan.prosperi",6/7/2022 15:28:45
38914,,,"TURSIOPS 4",203716,,,,,,,,"STRANDING",407,"ANASTASIA KOMNENOU",344,"FACULTY OF VET.MEDICINE, DEPT.OF CLINICAL SCIENCES",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator/PI indicated that sample was provided only for project agreed to",,,,"AEGEAN SEA",,,,,"GREECE",,,,,,,2,"North Atlantic","U",,1/29/2004 0:00:00,,,,,"K. VIAUD SAMPLES,YEAR 2002-03,SKIN W/BLUBBER ATTACHED. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project.",5/31/2012 16:08:39,"dan.prosperi",6/7/2022 15:28:45
38915,,,"TURSIOPS 5",203717,,,,,,,,"STRANDING",407,"ANASTASIA KOMNENOU",344,"FACULTY OF VET.MEDICINE, DEPT.OF CLINICAL SCIENCES",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator/PI indicated that sample was provided only for project agreed to",,,,"AEGEAN SEA",,,,,"GREECE",,,,,,,2,"North Atlantic","U",,1/29/2004 0:00:00,,,,,"K. VIAUD SAMPLES,YEAR 2002-03,SKIN W/BLUBBER ATTACHED. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project.",5/31/2012 16:08:39,"dan.prosperi",6/7/2022 15:28:45
38916,,,"TURSIOPS 6.1",203718,,,,,,,,"STRANDING",407,"ANASTASIA KOMNENOU",344,"FACULTY OF VET.MEDICINE, DEPT.OF CLINICAL SCIENCES",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator/PI indicated that sample was provided only for project agreed to",,,,"AEGEAN SEA",,,,,"GREECE",,,,,,,2,"North Atlantic","U",,1/29/2004 0:00:00,,,,,"K. VIAUD SAMPLES,YEAR 2002-03,SKIN W/BLUBBER ATTACHED. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project.",5/31/2012 16:08:39,"dan.prosperi",6/7/2022 15:28:45
38917,,,"TURSIOPS 6.2",203719,,,,,,,,"STRANDING",407,"ANASTASIA KOMNENOU",344,"FACULTY OF VET.MEDICINE, DEPT.OF CLINICAL SCIENCES",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator/PI indicated that sample was provided only for project agreed to",,,,"AEGEAN SEA",,,,,"GREECE",,,,,,,2,"North Atlantic","U",,1/29/2004 0:00:00,,,,,"K. VIAUD SAMPLES,YEAR 2002-03,VIAL SAYS MUSCLE. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project.",5/31/2012 16:08:39,"dan.prosperi",6/7/2022 15:28:45
38918,,,"TURSIOPS 8",203720,,,,,,,,"STRANDING",407,"ANASTASIA KOMNENOU",344,"FACULTY OF VET.MEDICINE, DEPT.OF CLINICAL SCIENCES",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator/PI indicated that sample was provided only for project agreed to",,,,"AEGEAN SEA",,,,,"GREECE",,,,,,,2,"North Atlantic","U",,1/29/2004 0:00:00,,,,,"K. VIAUD SAMPLES,YEAR 2002-03,T=TEETH(2TEETH IN 1 VIAL). Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project.",5/31/2012 16:08:39,"dan.prosperi",6/7/2022 15:28:45
38919,,,"TURSIOPS 9",203721,,,,,,,,"STRANDING",407,"ANASTASIA KOMNENOU",344,"FACULTY OF VET.MEDICINE, DEPT.OF CLINICAL SCIENCES",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator/PI indicated that sample was provided only for project agreed to",,,,"AEGEAN SEA",,,,,"GREECE",,,,,,,2,"North Atlantic","M","Unknown",1/29/2004 0:00:00,,,,,"K. VIAUD SAMPLES,YEAR 2002-03,T=TEETH(2TEETH IN 1 VIAL). Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project.",5/31/2012 16:08:39,"dan.prosperi",6/7/2022 15:28:45
38920,,,"TURSIOPS 10",203722,,,,,,,,"STRANDING",407,"ANASTASIA KOMNENOU",344,"FACULTY OF VET.MEDICINE, DEPT.OF CLINICAL SCIENCES",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator/PI indicated that sample was provided only for project agreed to",,,,"AEGEAN SEA",,,,,"GREECE",,,,,,,2,"North Atlantic","U",,1/29/2004 0:00:00,,,,,"K. VIAUD SAMPLES,YEAR 2002-03,SKIN W/BLUBBER ATTACHED. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project.",5/31/2012 16:08:39,"dan.prosperi",6/7/2022 15:28:45
38921,,,"TURSIOPS 11",203723,,,,,,,,"STRANDING",407,"ANASTASIA KOMNENOU",344,"FACULTY OF VET.MEDICINE, DEPT.OF CLINICAL SCIENCES",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator/PI indicated that sample was provided only for project agreed to",,,,"AEGEAN SEA",,,,,"GREECE",,,,,,,2,"North Atlantic","U",,1/29/2004 0:00:00,,,,,"K. VIAUD SAMPLES,YEAR 2002-03,M=MUSCLE. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project.",5/31/2012 16:08:39,"dan.prosperi",6/7/2022 15:28:45
38922,,,"TURSIOPS 12",203724,,,,,,,,"STRANDING",407,"ANASTASIA KOMNENOU",344,"FACULTY OF VET.MEDICINE, DEPT.OF CLINICAL SCIENCES",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator/PI indicated that sample was provided only for project agreed to",,,,"AEGEAN SEA",,,,,"GREECE",,,,,,,2,"North Atlantic","U",,1/29/2004 0:00:00,,,,,"K. VIAUD SAMPLES,YEAR 2002-03,T=TEETH(2TEETH IN 1 VIAL). Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project.",5/31/2012 16:08:39,"dan.prosperi",6/7/2022 15:28:45
38923,,,"TURSIOPS 13.1",203725,,,,,,,,"STRANDING",407,"ANASTASIA KOMNENOU",344,"FACULTY OF VET.MEDICINE, DEPT.OF CLINICAL SCIENCES",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator/PI indicated that sample was provided only for project agreed to",,,,"AEGEAN SEA",,,,,"GREECE",,,,,,,2,"North Atlantic","M","Unknown",1/29/2004 0:00:00,,,,,"K. VIAUD SAMPLES,YEAR 2002-03,SKIN W/BLUBBER ATTACHED. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project.",5/31/2012 16:08:39,"dan.prosperi",6/7/2022 15:28:45
38924,,,"TURSIOPS 13.2",203726,,,,,,,,"STRANDING",407,"ANASTASIA KOMNENOU",344,"FACULTY OF VET.MEDICINE, DEPT.OF CLINICAL SCIENCES",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator/PI indicated that sample was provided only for project agreed to",,,,"AEGEAN SEA",,,,,"GREECE",,,,,,,2,"North Atlantic","M","Unknown",1/29/2004 0:00:00,,,,,"K. VIAUD SAMPLES,YEAR 2002-03,T=TEETH. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project.",5/31/2012 16:08:39,"dan.prosperi",6/7/2022 15:28:45
38995,,,"06_Tt_30/10/98",203743,,,,,,,,"STRANDING",421,"AVIAD SCHEININ",514,"TEL AVIV UNIV., ZOOLOGY DEPT., TEL AVIV-YAFO",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",1998,10,30,,,,,,"ISRAEL",,,,,,,3,"Indian Ocean","U",,2/26/2004 0:00:00,,,,,"A-MUSCLE. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project..  Alternate CONTACT KARINE VIAUD",5/31/2012 16:08:41,"dan.prosperi",6/7/2022 15:28:45
38996,,,"11_Tt_19/04/01",203744,,,,,,,,"STRANDING",421,"AVIAD SCHEININ",514,"TEL AVIV UNIV., ZOOLOGY DEPT., TEL AVIV-YAFO",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2001,4,19,,,,,,"ISRAEL",,,,,,,3,"Indian Ocean","U",,2/26/2004 0:00:00,,,,,"A-MUSCLE. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project..  Alternate CONTACT KARINE VIAUD",5/31/2012 16:08:41,"dan.prosperi",6/7/2022 15:28:45
38997,,,"12_Tt_20/04/01",203745,,,,,,,,"STRANDING",421,"AVIAD SCHEININ",514,"TEL AVIV UNIV., ZOOLOGY DEPT., TEL AVIV-YAFO",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2001,4,20,,,,,,"ISRAEL",,,,,,,3,"Indian Ocean","U",,2/26/2004 0:00:00,,,,,"A-SKIN,MUSCLE. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project..  Alternate CONTACT KARINE VIAUD",5/31/2012 16:08:41,"dan.prosperi",6/7/2022 15:28:45
38998,,,"14_Tt_22/12/01",203746,,,,,,,,"STRANDING",421,"AVIAD SCHEININ",514,"TEL AVIV UNIV., ZOOLOGY DEPT., TEL AVIV-YAFO",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2001,12,22,,,,,,"ISRAEL",,,,,,,3,"Indian Ocean","U",,2/26/2004 0:00:00,,,,,"A-SKIN. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project..  Alternate CONTACT KARINE VIAUD",5/31/2012 16:08:41,"dan.prosperi",6/7/2022 15:28:45
38999,,,"16_Tt_02/03/02",203747,,,,,,,,"STRANDING",421,"AVIAD SCHEININ",514,"TEL AVIV UNIV., ZOOLOGY DEPT., TEL AVIV-YAFO",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2002,3,2,,,,,,"ISRAEL",,,,,,,3,"Indian Ocean","U",,2/26/2004 0:00:00,,,,,"A-SKIN,MUSCLE. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project..  Alternate CONTACT KARINE VIAUD",5/31/2012 16:08:41,"dan.prosperi",6/7/2022 15:28:45
39000,,,"17_Tt_21/07/02",203748,,,,,,,,"STRANDING",421,"AVIAD SCHEININ",514,"TEL AVIV UNIV., ZOOLOGY DEPT., TEL AVIV-YAFO",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2002,7,21,,,,,,"ISRAEL",,,,,,,3,"Indian Ocean","U",,2/26/2004 0:00:00,,,,,"A-SKIN,MUSCLE. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project..  Alternate CONTACT KARINE VIAUD",5/31/2012 16:08:41,"dan.prosperi",6/7/2022 15:28:45
39001,,,"18_Tt_30/07/02",203749,,,,,,,,"STRANDING",421,"AVIAD SCHEININ",514,"TEL AVIV UNIV., ZOOLOGY DEPT., TEL AVIV-YAFO",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2002,7,30,,,,,,"ISRAEL",,,,,,,3,"Indian Ocean","U",,2/26/2004 0:00:00,,,,,"A-MUSCLE. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project..  Alternate CONTACT KARINE VIAUD",5/31/2012 16:08:41,"dan.prosperi",6/7/2022 15:28:45
39002,,,"20_Tt_02/02/03",203750,,,,,,,,"STRANDING",421,"AVIAD SCHEININ",514,"TEL AVIV UNIV., ZOOLOGY DEPT., TEL AVIV-YAFO",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2003,2,2,,,,,,"ISRAEL",,,,,,,3,"Indian Ocean","U",,2/26/2004 0:00:00,,,,,"A-SKIN,MUSCLE. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project..  Alternate CONTACT KARINE VIAUD",5/31/2012 16:08:41,"dan.prosperi",6/7/2022 15:28:45
39003,,,"23_Tt_25/03/02",203751,,,,,,,,"STRANDING",421,"AVIAD SCHEININ",514,"TEL AVIV UNIV., ZOOLOGY DEPT., TEL AVIV-YAFO",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2002,3,25,,,,,,"ISRAEL",,,,,,,3,"Indian Ocean","U",,2/26/2004 0:00:00,,,,,"A-MUSCLE. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project..  Alternate CONTACT KARINE VIAUD",5/31/2012 16:08:41,"dan.prosperi",6/7/2022 15:28:45
39004,,,"24_Tt_07/08/03",203752,,,,,,,,"STRANDING",421,"AVIAD SCHEININ",514,"TEL AVIV UNIV., ZOOLOGY DEPT., TEL AVIV-YAFO",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2003,8,7,,,,,,"ISRAEL",,,,,,,3,"Indian Ocean","U",,2/26/2004 0:00:00,,,,,"A-SKIN,MUSCLE. Archivist Note, 13 July 2021: Sample originally imported for K. Viaud project..  Alternate CONTACT KARINE VIAUD",5/31/2012 16:08:41,"dan.prosperi",6/7/2022 15:28:45
39128,,,"FB07/2004",203876,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,2,"S. OF SISTER KEYS",,,,"FLORIDA","UNITED STATES OF AMERICA",27.433333,1,"Minute",-82.65,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/BLUBBER,LIGHTNING, THERMAL PAC (<1 MIN).  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
